time,open,high,low,close,4H BUY,8H BUY,1D BUY,SL HIT (UP),SL HIT (DOWN),TP HIT,EMA TP HIT,EMA,EMA,MA200,MA50,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Net Change,SMA Net New Highs,52-week High of Net New Highs,156-week High of Net New Highs,New Highs & New Lows,New Highs & New Lows,New Highs,New Lows,Accumulation/Distribution,S6OH · INDEX: close,Index,Index
1273498200,42.09,42.69991,42.09,42.69,0,0,0,0,0,0,0,42.02702512309863,43.17441986274161,42.85280100000002,38.97250664999999,47.27468949248703,54.76669917785221,NaN,NaN,NaN,NaN,27,182.32,383,383,NaN,NaN,NaN,NaN,84017803.04692978,69,NaN,NaN
1273584600,42.23,43.13,42.14999,42.53999,0,0,0,0,0,0,0,42.36542774647572,43.11399797105193,42.894000800000015,39.01905659999999,46.44883711787362,53.16322412325906,NaN,NaN,NaN,NaN,52,179.76,383,383,NaN,NaN,NaN,NaN,83790128.47666009,72.33,NaN,NaN
1273671000,42.78999,43.35001,42.64,43.32001,0,0,0,0,0,0,0,42.764316949491445,43.13361816428508,42.94860100000002,39.06840665,51.220615482149526,51.68453539807042,NaN,NaN,NaN,NaN,131,177.88,383,383,NaN,NaN,NaN,NaN,85017643.1711292,78.83,NaN,NaN
1273757400,43.27,43.4465,42.69749,42.78999,0,0,0,0,0,0,0,42.93442703001412,43.100891672448405,42.99000080000002,39.115706599999996,48.08520753219189,49.78699203407734,NaN,NaN,NaN,NaN,117,176.16,383,383,NaN,NaN,NaN,NaN,84291396.24168901,77.33,NaN,NaN
1273843800,42.33,42.44,41.49001,41.88,0,0,0,0,0,0,0,42.33551579855803,42.98461627507237,43.01240100000001,39.159566149999996,43.196168197339134,47.77110235247854,NaN,NaN,NaN,NaN,14,173.52,383,383,NaN,NaN,NaN,NaN,84076327.03281315,71.33,NaN,NaN
1274103000,41.88,42.22,41.03,41.91499,0,0,0,0,0,0,0,41.97917826376257,42.88274710601786,43.021700800000005,39.20099109999999,43.43432173747336,47.1021146463405,NaN,NaN,NaN,NaN,17,168.74,383,383,NaN,NaN,NaN,NaN,84896795.49612409,73.5,NaN,NaN
1274189400,42.28999,42.52,41.2,41.37,0,0,0,0,0,0,0,41.82662977698687,42.738675953063776,43.01850080000001,39.23964109999999,40.580504694501165,46.051451896065444,NaN,NaN,NaN,NaN,48,164.64,383,383,NaN,NaN,NaN,NaN,83696390.5264271,65.33,NaN,NaN
1274275800,41.09,41.49001,40.22,41,0,0,0,0,0,0,0,41.36875971504193,42.5730877670577,43.00790080000001,39.27289104999999,38.720426958148295,44.46500210399664,NaN,NaN,NaN,NaN,-16,160.14,383,383,NaN,NaN,NaN,NaN,84145446.32411374,60.17,NaN,NaN
1274362200,40.14,40.24001,39.28999,39.37,0,0,0,0,0,0,0,40.53840315703707,42.268031789242684,42.95910080000001,39.29696104999999,31.804207144096708,43.084203857121814,NaN,NaN,NaN,NaN,-64,154.24,383,383,NaN,NaN,NaN,NaN,81550184.6454122,37.33,NaN,NaN
1274448600,38.81,40.198,38.27,40.02,0,0,0,0,0,0,0,40.14537326931103,42.05393352360053,42.921100800000005,39.32456105,36.66266948776819,41.652071347486995,NaN,NaN,NaN,NaN,-64,148.68,383,383,NaN,NaN,NaN,NaN,85445815.89852425,41.5,NaN,NaN
1274707800,39.78,40.17999,39.49001,39.50999,0,0,0,0,0,0,0,40.006812483242136,41.81165318801953,42.8725006,39.35051095,34.58092292474653,40.82996902465213,NaN,NaN,NaN,NaN,-21,143.78,383,383,NaN,NaN,NaN,NaN,83983123.93322092,33.17,NaN,NaN
